"adult","belongs_to_collection","budget","genres","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count"
"False","","0","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","","107231","tt0057583","en","A Ticklish Affair","A young widow Amy Martin with three young boys is investigated by the Navy after one of her children inadvertently sends out a distress signal in Morse code by the blinds on his upstairs bedroom window. Commander Weedon and crew observe the signal from their ship and investigates. He falls for the young mother and proposes marriage. However, she is reluctant to have her family live out of a suitcase and initially declines. Gramps tries to bring her on board to sail the sea of love with the commander.","0.096838","/tRjPKWfJCkCXf8oLNhmKA8D2U8q.jpg","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1963-08-18","0","88","[{'iso_639_1': 'en', 'name': 'English'}]","Released","It's more fun than marriage.","A Ticklish Affair","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}]","http://www.almostkingsmovie.com/","62503","tt1529346","en","Almost Kings","Wanting a closer connection with his older brother, freshman Ted Wheeler seeks initiation into a group called ""The Kings"". But, as the corruption of The Kings is revealed, Ted must expose the ugly truth about the brother he once idolized.","0.167343","/8xHGBaWKTfDZpuiVDMZ3ZfHY9hd.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2010-11-11","0","93","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Do you have what it takes to walk away","Almost Kings","False","10","2"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","","320849","tt0886500","en","Ice Age Columbus: Who Were the First Americans?","Firmly rooted in the latest scientific discoveries, this docudrama explores the theory that Europeans came to America much earlier than previously thought. New archaeological data and DNA research touch on an ice bridge that spanned the Atlantic. Follow the fascinating adventures of a Stone Age family as they travel from France and settle in America -- about 17,000 years before Columbus was even born.","0.043244","/mzEy02GOD5i2BNs15ma06vhO3uu.jpg","[]","[]","2005-01-01","0","0","[]","Released","","Ice Age Columbus: Who Were the First Americans?","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","","113364","tt0803890","en","Stealing a Nation","This tells a story literally 'hidden from history'. In the 1960s and 70s, British governments, conspiring with American officials, tricked into leaving, then expelled the entire population of the Chagos islands in the Indian Ocean. The aim was to give the principal island of this Crown Colony, Diego Garcia, to the Americans who wanted it as a major military base. Indeed, from Diego Garcia US planes have since bombed Afghanistan and Iraq. The story is told by islanders who were dumped in the slums of Mauritius and in the words of the British officials who left a 'paper trail' of what the International Criminal Court now describes as 'a crime against humanity'","0.07933","/3EJeDLsxeSzk0hrmrPvbcxyCECY.jpg","[]","[]","2004-01-01","0","56","[]","Released","The shocking film Australian networks won't touch!","Stealing a Nation","False","10","1"
"False","","0","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]","","293412","","en","Running Wild","Jennifer Barker plays a troubled woman who has an affair with her fiance's son.","0.465559","/fobBafYLsNciB3OiYmMXUN61Z8s.jpg","[]","[]","1995-01-01","0","0","[]","Released","","Running Wild","False","10","1"
"False","","0","[]","","143534","tt0015493","en","The White Shadow","The White Shadow is a British drama film directed by Graham Cutts based on the novel ""Children of Chance"" by Michael Morton. Alfred Hitchcock worked on it as assistant director and also handled the writing, editing, and art direction.  The film was long thought to be lost. In August 2011, it was announced that the first three reels of the six-reel picture had been found in a garden shed and donated to the NFPF. The film cans were mislabled Two Sisters and Unidentified American Film and only later identified. The film was restored by Park Road Studios and is now in the New Zealand Film Archive.","0.143297","/gtfnuORiotKI18g0YBeG34rugdZ.jpg","[]","[]","1924-05-05","0","44","[]","Released","","The White Shadow","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","","132812","tt0452604","en","Cowboy del Amor","Documentary about Ivan Thompson, self-proclaimed ""Cowboy Cupid"" who matches up immigrant Mexican women with available American men.","0.052706","/2rTQumjEssP6XL1pD1mR02wrVKH.jpg","[]","[]","2005-03-12","0","86","[]","Released","","Cowboy del Amor","False","10","1"
"False","","0","[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","","388182","tt2669832","fa","Ù‡ÛŒÚ† Ú©Ø¬Ø§ Ù‡ÛŒÚ† Ú©Ø³","","0.070407","/8BzFyXeHSDU9f5RE1EbdjYJx0L5.jpg","[]","[]","2013-08-07","0","","[]","Released","","Ù‡ÛŒÚ† Ú©Ø¬Ø§ Ù‡ÛŒÚ† Ú©Ø³","False","10","1"
"False","","0","[{'id': 35, 'name': 'Comedy'}]","http://oxenagos.gr/?page_id=186","163795","tt1592530","en","ÎŸ ÎžÎµÎ½Î±Î³ÏŒÏ‚","Nine frustrated young architects in an equally frustrated city. A comedy about sexuality, Athens and modern Greeks.  Iasonas arrives in Athens starting his new ambitious career as â€œarchitectsâ€™ guideâ€. His group consists of international students of architecture, finishing their Erasmus in Thessaloniki. Soon Iasonas faces the contradicting wishes of the students who prefer a day-long coffee or a visit to a graveyard than a guide to the Acropolis. Meanwhile, he meets back with his once (more than just a) best friend Mirsini. Trapped between a friend who progressively sees him less and less as a friend and a group that sees him less and less as a guide, Iasonas will have to give an answer to all his personal questions regarding his sexuality and his career.","0.042369","/duQnk1HgS5ynbYhReKnvAH0vj3A.jpg","[]","[]","2011-04-27","0","94","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'el', 'name': 'ÎµÎ»Î»Î·Î½Î¹ÎºÎ¬'}]","Released","The guide is never part of the group","The Guide","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","http://www.marvinhamlischmovie.com/","230864","tt3011874","en","Marvin Hamlisch: What He Did For Love","When Marvin Hamlisch passed away in August 2012 the worlds of music, theatre and cinema lost a talent the likes of which we may never see again. Seemingly destined for greatness, Hamlisch was accepted into New Yorkâ€™s Juilliard School as a 6-year-old musical prodigy and rapidly developed into a phenomenon. With instantly classic hits â€˜The Way We Wereâ€™ and â€˜Nobody Does It Betterâ€™ and scores for Hollywood films such as The Swimmer, The Sting and Sophieâ€™s Choice and the Broadway juggernaut A Chorus Line; Hamlisch became the go-to composer for film and Broadway producers and a prominent presence on the international Concert Hall circuit. His streak was staggering, vast, unprecedented and glorious, by the age of 31 Hamlisch had won 4 Grammys, an Emmy, 3 Oscars, a Tony and a Pulitzer prize: success that burned so bright, it proved impossible to match.","0.371755","/yJca3h32YP72I31bvqdXubYSuxV.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","2013-10-12","0","82","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Marvin Hamlisch: What He Did For Love","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","","72123","tt1341746","en","Meat the Truth","Meat the Truth is a high-profile documentary which forms an addendum to earlier films on climate change. Although such films have succeeded in drawing public attention to the issue of global warming, they have repeatedly ignored one of the most important causes of climate change: the intensive livestock production. Meat the Truth draws attention to this by demonstrating that livestock farming generates more greenhouse gas emissions worldwide than all cars, lorries, trains, boats and planes added together.","0.09108","/ANTsGDien6MwXKndxObZQIoz3c.jpg","[]","[]","2008-10-03","0","74","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Meat the Truth","False","10","1"
"False","","100000","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]","","89445","tt0404011","en","Eggshells","Experimental allegorical story about a group of hippie students in Austin, Texas, who move into an old big house in the woods. However, something else is there and it's influencing them.","0.055097","/qlaGO8llKWfnmQhwDmNg6kczJ6J.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1969-01-01","0","89","[{'iso_639_1': 'en', 'name': 'English'}]","Released","An American Freak Illumination","Eggshells","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}]","","197611","tt0075014","en","Dragonfly","A man, recently released from a mental hospital, tries to track down his family.","0.646465","/gLBm2TTuycL6I0RYpz4DrFKpz9O.jpg","[]","[]","1976-03-01","0","98","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Dragonfly","False","10","1"
"False","","0","[{'id': 35, 'name': 'Comedy'}]","","86297","tt0054367","en","Tall Story","Love puts a college basketball star into a tailspin.","0.463448","/hgw9kwjLLHW5GpOIUu6K9e3qWPa.jpg","[{'name': 'Mansfield Productions', 'id': 13689}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1960-04-06","0","91","[{'iso_639_1': 'en', 'name': 'English'}]","Released","SUCH FUN! That college girl who can't help lovin' tall boys!...","Tall Story","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","","261813","tt3793686","en","Slaying the Badger","Before Lance Armstrong, there was Greg LeMond, who is now the first and only American to win the Tour de France. In this engrossing documentary, LeMond looks back at the pivotal 1986 Tour, and his increasingly vicious rivalry with friend, teammate, and mentor Bernard Hinault. The reigning Tour champion and brutal competitor known as â€œThe Badger,â€ Hinault â€˜promisedâ€™ to help LeMond to his first victory, in return for LeMond supporting him in the previous year. But in a sport that purports to reward teamwork, itâ€™s really every man for himself.","0.050663","/qkQ1h7W1h0V9ydcXXQ5ob1kGiR2.jpg","[{'name': 'ESPN films', 'id': 18595}]","[]","2014-07-22","0","77","[]","Released","","Slaying the Badger","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","http://horismokumovie.com/","54336","tt1185598","en","Hori Smoku Sailor Jerry","A look at the history of tattoos in America, featuring tattooing legend Norman ""Sailor Jerry"" Collins.","0.039175","/hoTY2BrjaZLmtxydW1WEqCreLDQ.jpg","[]","[]","2008-03-03","0","73","[]","Released","The life and times of American tattoo master Norman K. Collins","Hori Smoku Sailor Jerry","False","10","1"
"False","","0","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","","199415","tt2082155","es","200 Cartas","Raul, a Puerto Rican born in New York, meets Maria, a young Puerto Rican woman visiting NY, one night. Struck by love at first sight, he travels to Puerto Rico in search of this beautiful girl.","0.122935","/4Xyy8CQ5xwi2W0zDBazRz6pBBE3.jpg","[{'name': 'Vanguardia Films', 'id': 84105}]","[{'iso_3166_1': 'PR', 'name': 'Puerto Rico'}]","2013-06-14","0","98","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]","Released","","Looking for Maria Sanchez","False","10","1"
"False","","0","[{'id': 27, 'name': 'Horror'}]","","108648","tt0163985","ja","ç‰¡ä¸¹ç‡ˆç± ","On the night of the summer Obon festival, Hagiwara Shinzaburo meets a beautiful courtesan named Otsuyu. Not knowing she's a ghost, he becomes infatuated by her.","0.076951","/xrejo0tLkgfNrpkHmBW2Tkm9IMR.jpg","[]","[]","1968-06-15","0","89","[{'iso_639_1': 'ja', 'name': 'æ—¥æœ¬èªž'}]","Released","","The Bride from Hades","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","http://www.hbo.com/documentaries/an-apology-to-elephants","248870","tt2836524","en","An Apology to Elephants","Elephants are among the most majestic and intelligent creatures on Earth--but for hundreds of years, they have suffered at the hands of humans. Narrated by Lily Tomlin, this documentary short traces our long history with elephants and explores the many problems that arise when they are brought to live in captivity in zoos and circuses.","0.610441","/6btaFHYu1dM9cN5IFU5Mrytor9R.jpg","[{'name': 'Home Box Office (HBO)', 'id': 3268}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2013-04-13","0","40","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","An Apology to Elephants","False","10","1"
"False","","0","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]","","184061","tt0069961","en","Deliver Us from Evil","Several men hiking in the mountains discover an injured skyjacker who parachuted from a plane with $600,000. They kill him, then start fighting each other over the money.","0.317373","/6kEzduEYIXwSLq7ImjmgPHMD9UI.jpg","[{'name': 'Playboy Productions', 'id': 8313}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1973-09-11","0","75","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Deliver Us from Evil","False","10","1"
"False","","0","[]","","149940","tt1757733","en","Double Tide","Artist and filmmaker Sharon Lockhart is known for creating beautiful, meditative films that incorporate subtle movement and a static, photographic gaze to examine her subjects. Her new film, Double Tide, documents the work of a female clam digger in the mudflats of coastal Maine and is filmed on the rare occasion in which low tide occurs twice within daylight hoursâ€”once at dawn and once at dusk.","0.060493","/3WYMMQCv2Z2T3FjaZAcETplEzZ8.jpg","[]","[]","2009-10-21","0","99","[]","Released","","Double Tide","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}]","","116385","tt0054021","en","Let No Man Write My Epitaph","In this sequel to ""Knock On Any Door"", the residents of a Chicago tenement building band together to insure that the son of Nick Romano does not follow in his father's footsteps...to the electric chair.","0.468404","/iXSzRx0XBNqxvmV50qHFsrUgmeP.jpg","[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1960-11-10","0","105","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Ripped Raw and Roaring from Real Life!","Let No Man Write My Epitaph","False","10","1"
"False","","0","[{'id': 80, 'name': 'Crime'}]","","74417","tt0194268","fr","La polizia sta a guardare","In early seventies Italy, plagued by criminality and political terrorism, a fearless police commissioner is sent to restore law and order in a northern industrial town devastated by a recent wave of violence and kidnappings..","0.049823","/mpJM5IjG47QCv3kGuQ8Mqfk0Jmb.jpg","[{'name': 'Primex Italiana', 'id': 15324}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]","1973-11-16","0","95","[{'iso_639_1': 'it', 'name': 'Italiano'}]","Released","the great kidnapping","The Great Kidnapping","False","10","1"
"False","","0","[]","","122348","tt1343394","en","Lunch Break","Lunch Break features 42 workers as they take their midday break in a corridor stretching nearly the entire shipyard.","0.084113","/dA586pikRr0MzctdJeEysmliW19.jpg","[]","[]","2008-11-21","0","83","[]","Released","","Lunch Break","False","10","1"
"False","","0","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","","145162","tt0066543","en","The Walking Stick","A young woman's highly ordered and structured life is turned upside-down when she meets a handsome stranger at a party. Friendship soon develops into romance and for the first time in her life she is truly happy. This happiness is short lived, however, as little by little she discovers her partner has been lying to her about his past. It is soon revealed that he and his friends have been planning to rob the auction house that she works for and they require her inside knowledge in order to pull off the crime.","0.584448","/4QPPIAC08BGxdiP4rpFpmIQyg1f.jpg","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Jerry Gershwin-Elliott Kastner', 'id': 13646}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","1970-06-05","0","96","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Some women will do anything a man asks...","The Walking Stick","False","10","1"
"False","","0","[{'id': 35, 'name': 'Comedy'}]","","241804","tt0044608","en","Fearless Fagan","A young man brings his pet lion with him when he's drafted into the army. Comedy.","0.351728","/cDUsiI3Q6VyM7xjHgj7UrD8HemH.jpg","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1952-08-15","0","79","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Fearless Fagan","False","10","1"
"False","","0","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]","","153936","tt0420511","en","Back to School with Franklin","Franklin and his pals are excited about returning to school after a fun summer vacation. They have no idea of just how different and exciting it will be until they meet their substitute teacher, Miss Koala, a true wonder from down under! Miss Koala sure has a different way of doing things. At first the class is a little resistant, but she quickly wins them over with her ""try-anything-once"" attitude. Everyone soon finds themselves learning new things and forming their very first soccer team. Now, it's up to Franklin and his friends to win one for their favorite coach before she's off on a new classroom adventure.","0.040437","/sgCg7dH3BVx7neExreC8D40JcYC.jpg","[]","[]","2003-08-19","0","47","[]","Released","","Back to School with Franklin","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}, {'id': 12, 'name': 'Adventure'}]","http://www.symphonyofthesoil.com/","186845","tt2229399","en","Symphony of the Soil","Drawing from ancient knowledge and cutting edge science, Symphony of the Soil is an artistic exploration of the miraculous substance soil. By understanding the elaborate relationships and mutuality between soil, water, the atmosphere, plants and animals, we come to appreciate the complex and dynamic nature of this precious resource. The film also examines our human relationship with soil, the use and misuse of soil in agriculture, deforestation and development, and the latest scientific research on soilâ€™s key role in ameliorating the most challenging environmental issues of our time. Filmed on four continents, featuring esteemed scientists and working farmers and ranchers, Symphony of the Soil is an intriguing presentation that highlights possibilities of healthy soil creating healthy plants creating healthy humans living on a healthy planet.","0.047271","/2ECOJwW7BvlH5w4sQf3nni4MqGv.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2013-10-11","0","104","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Symphony of the Soil","False","10","1"
"False","","0","[{'id': 35, 'name': 'Comedy'}]","","19993","tt0975673","en","George Lopez: America's Mexican","Superstar comedian/actor George Lopez, one of the premier comedic talents in the entertainment industry, made his HBO solo debut performed live in front of a packed house at the Dodge Theater in Phoenix, Arizona. Lopez delivers a hilarious routine touching on his own Latino roots, immigration and naturalization, modern-day kids, old-school values, interacial relationships, and the future.","0.534723","/qJPjNa67qnjUHH0DEwhcIwt3Ywc.jpg","[{'name': 'Encanto Enterprises', 'id': 3691}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2007-02-24","0","65","[{'iso_639_1': 'es', 'name': 'EspaÃ±ol'}, {'iso_639_1': 'en', 'name': 'English'}]","Released","Star. Spanglish. Banter.","George Lopez: America's Mexican","False","10","1"
"False","","0","[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}]","","287299","tt3742040","en","Katt Williams: Priceless: Afterlife","Katt Williams performs in an all-new stand-up special recorded in front of a live audience at the Citizens Bank Arena in Ontario, California. Williams takes the stage and launches into an hour of frenetic stand-up comedy, covering such topics as the allure of California weed dispensaries; how America handles tragedies; getting rid of racism in 2014; his inspirations and his favorite TV show; homophobia and the first openly gay players in major sports; aggressive police tactics; being sent to a mental institution; doctors and the problem with drug commercials; the pros and cons of being single versus being in a relationship; and more.","0.476007","/fCfeKasmcdS5juPwTaJ6Zxo17bI.jpg","[{'name': 'New Wave Entertainment Television', 'id': 21206}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2014-08-16","0","58","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Everybody has a price, because if you didn't you'd be... Priceless.","Katt Williams: Priceless: Afterlife","False","10","2"
"False","","0","[{'id': 18, 'name': 'Drama'}]","","247447","tt0243218","fa","Ø¨ÛŒØ¯ Ùˆ Ø¨Ø§Ø¯","A boy breaks a window at his school and sets out to fix it on his own during a storm.","0.139262","/mpO6dIP6hAGkniOMyH9NZ3Dz33O.jpg","[{'name': 'NHK', 'id': 15505}, {'name': 'Cima Media International', 'id': 95161}]","[{'iso_3166_1': 'IR', 'name': 'Iran'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]","2000-01-01","0","77","[{'iso_639_1': 'fa', 'name': 'ÙØ§Ø±Ø³ÛŒ'}]","Released","","Willow and Wind","False","10","1"
"False","","0","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","","138699","tt0050646","en","The Little Hut","Sir Philip Ashlow (Stewart Granger), his neglected wife, Lady Ashlow (Ava Gardner) and his best friend Henry Brittingham-Brett (David Niven) are shipwrecked on a desert island. This potential mÃ©nage Ã  trois where the two men compete for the lady's attention is interrupted by the unexpected arrival of a fourth inhabitant of the island.","0.883862","/c2ix7O4sXFYebALXnKalPjb1ZJ9.jpg","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1957-05-03","0","90","[{'iso_639_1': 'en', 'name': 'English'}]","Released","A neglected wife is shipwrecked on a desert island with her husband and her would-be lover.","The Little Hut","False","10","2"
"False","","0","[{'id': 18, 'name': 'Drama'}]","","279979","tt0099311","en","The Court-Martial of Jackie Robinson","A film about the early life of the baseball star in the army, particulary his court-martial for insubordination regarding segragation.","0.081817","/eX1KjzSQlREqjF7uoAtq219TOOk.jpg","[{'name': 'Turner Pictures', 'id': 1765}, {'name': 'Von Zerneck Sertner Films', 'id': 19237}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1990-10-15","0","100","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Even before he crossed baseball's color barrier, his field of dreams was a nightmare.","The Court-Martial of Jackie Robinson","False","10","1"
"False","","0","[{'id': 16, 'name': 'Animation'}]","","53543","tt0252993","en","Claymation Comedy of Horrors","Wilshire Pig and Sheldon Snail discover a map to uncover Doctor Frankenswine's monster. All kinds of mishaps ensue in their quest.","0.007319","/xIeYKIS57coEnx3dDY0zq25E45V.jpg","[]","[]","1991-05-29","0","30","[]","Released","","Claymation Comedy of Horrors","False","10","1"
"False","","0","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","","180954","tt0030933","en","Vessel of Wrath","Ginger Ted, AKA Edward Claude Wilson (Charles Laughton) a drunkard and womanizer, and Miss Jones,(Elsa Lanchester) a missionary, live in the Alas Islands. During a cholera epidemic, Ginger Ted and Miss Jones are sent to an outlying part of the islands to run a hospital; on their return, their motorboat breaks down, and they are marooned overnight on a small island.","0.657391","/eEL8WAXMTkSr9p8TKeyTLtIb7ob.jpg","[{'name': 'Mayflower Pictures Corporation', 'id': 14701}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","1938-03-04","0","92","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Vessel of Wrath","False","10","1"
"False","","0","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","","87506","tt0114081","en","Pan","When Edvarda arrives at the little Norwegian village, to stay with some family, she find the Lt., Thomas Glahn, very interesting. Soon they fall in love. It's a very passionate relationship, but this leads to problems. Both of them are very strong in their opinions, and both are behaving a little strange. Love turns to hate, and instead of doing all they can to please each other, they do all they can to hurt the other person psychological. They both do a great job, and what began as a love story turns into a sad and depressing story of two ruined persons. The story is told by Thomas Glahn from his ""exile"" in Thailand, where he in the beginning of the movie receives two green feathers from Edvarda.","0.037362","/byzDFq0kerun9iC9EhQ0D4FpvJN.jpg","[]","[]","1995-03-24","0","115","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'da', 'name': 'Dansk'}]","Released","","Pan","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","","116437","tt1674274","lv","Kolka Cool","Three guys spend their time drinking beer, killing time and picking fights with neighboring villages.","0.114604","/r5flY5dbzjr4OaZuMRx58e77yT.jpg","[]","[{'iso_3166_1': 'LV', 'name': 'Latvia'}]","2011-12-16","0","97","[{'iso_639_1': 'lv', 'name': 'LatvieÅ¡u'}]","Released","","Kolka Cool","False","10","2"
"False","","0","[{'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]","","144183","tt0111998","en","Heavy Weather","At Blandings Castle, the Earl of Emsworth only cares about his prize pig 'The Empress' and is wilfully ignorant of the fact that his brother is planning to publish a book which might ruin the family name forever. Moreover, the Earl's nephew might cause the family some major damage by getting married to a terribly unsuitable chorus girl. An adaptation of P.G. Wodehouse's novel of the same name.","0.080985","/2e9A2aL69xPNprJ3MIojhgmrKm5.jpg","[{'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'WGBH', 'id': 3449}, {'name': 'Juniper Films', 'id': 5417}, {'name': 'Cinema Verity', 'id': 19423}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","1995-12-24","0","95","[]","Released","","Heavy Weather","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}]","","66787","tt0462421","en","Mentor","A thought-provoking drama about the power that a famous university professor holds over his students and assistants.","0.527645","/Ajmf0H9jgVf01OAbcCx0uo9AEGP.jpg","[{'name': 'BMore Pictures', 'id': 86969}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2006-04-28","0","92","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Mentor","False","10","1"
"False","","0","[{'id': 53, 'name': 'Thriller'}]","","150658","tt0076096","it","Goodbye & Amen","As John Dhannay, a CIA agent stationed in Rome, plans the overthrow of an African government, he discovers one of his men has been in contact with agents from the other side. Before he can confront the traitor, the man seemingly goes crazy, sniping several people before taking an adulterous couple hostage in a hotel room.","0.596517","/eU11vyCkOa96YjZMUFYyL8OzDA2.jpg","[{'name': 'Cineriz', 'id': 9387}, {'name': 'Capital Film s.p.a.', 'id': 58606}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]","1978-02-08","0","103","[{'iso_639_1': 'it', 'name': 'Italiano'}]","Released","","Goodbye & Amen","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}]","","162821","tt0098000","en","Nocturne Indien","he enigmatic but vivid imagery of this loosely plotted film is based on a similarly evocative novel by the Italian author Antonio Tabucchi, Noturno Indiano. An old friend of the hero's has been living in Bombay with a prostitute. His friend Peter Schlemihl (Otto Tausig) is a concentration camp survivor, who went to India after being captivated by a photograph he saw there. When the prostitute writes to him in Europe asking that he rescue his friend from a mysterious malaise, he flies into India to try and help. When he gets to Bombay, he discovers that his friend has disappeared. Following the clues left behind by the friend, and based on his acquaintance with him, he journeys to Madras to speak to a Theosophist dignitary there, and then journeys on to Portugues Goa. With each step of his journey, the hero (Jean-Hugues Anglade) becomes more identified with his friend, and re-enacts in his own person the transformations he must have experienced.","0.022568","/ApNjvXoUoNHGULPMJMOYyKsQvma.jpg","[{'name': 'CinÃ© Cinq', 'id': 1179}, {'name': 'Sara films', 'id': 7148}, {'name': 'AFC', 'id': 25678}, {'name': 'Christian Bourgois Productions', 'id': 34852}]","[{'iso_3166_1': 'FR', 'name': 'France'}]","1989-05-26","0","0","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'FranÃ§ais'}]","Released","","Nocturne Indien","False","10","1"
"False","","0","[{'id': 10770, 'name': 'TV Movie'}, {'id': 12, 'name': 'Adventure'}]","","97593","tt0075205","en","Shark Kill","Two adventurers set sail to find a giant man-eating great white shark.","0.011938","/r1RKaFpdIAJYbXTqfKyVjhfNNth.jpg","[{'name': ""D'Antoni/Weitz Productions"", 'id': 66650}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1976-05-20","0","76","[]","Released","Blood Red Waters on a Moonlit Night","Shark Kill","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}]","https://www.facebook.com/SouthernBaptistSissies","260176","tt2729818","en","Southern Baptist Sissies","Southern Baptist Sissies is the live film of the GLAAD Award winning play by Del Shores.  Southern Baptist Sissies is the story of four boys who are gay growing up in the Southern Baptist Church and how they each deal differently with the conflict between the teachings of the church and their sexuality.","0.142123","/cEow54v8xnCOT8N36VyMFAOHE5Q.jpg","[{'name': 'Beard Collins Shores Productions', 'id': 32622}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2013-11-18","0","138","[]","Released","","Southern Baptist Sissies","False","10","1"
